game,how_many,dropdown_option,sort_option,min_year,platform,min_score,output,flag,username,timestamp
TeamFortress 2,5,Team Fortress 2,Weighted Score,2000,windows,0,c:\Users\wajah\Documents\Projects\Luminary\flagged\output\tmp_wws_s7v.json,,,2023-06-14 16:34:03.748569
